Policy Number,Quote Date,Quote Ref,Policy start date,Line of Business,Underwriter,Premium amount,Policy status,Last renewal date,Payment Method,Business source,Account number,Sort code,Cancel Date,Declared accident,Conviction,Title,First name,Surname,Gender,Address Postcode,Email,Phone,Voluntary Excess,Compulsory Excess,Occupation,NCB,Licence Years,Email Domain,Marital status ,Véhicule registration ,Make ,Model,Class of use,Cover type,Purchase Date,Storage,Vehicle value ,Date of Birth 
P38558402,15/04/2024,Q922289,22/07/2024,Commercial,Direct Line,1014.08,Pending,null,Direct debit,Aggregator,96392566,43346,null,NO,Yes,Mrs,James,Smith,Male,"81 Manchester Road, M42 8XX",james.smith@gmail.com,7462107858,100,0,Personal Trainer,7,5,Gmail.com,Married,GD24VZC,BMW,X5,Social & Commuting,Comprehensive,27/07/2022,Garage,30200,09/06/1983
P80516135,13/06/2025,Q956544,Invalid Date,Commercial,Allianz,171.6,Cancelled,null,paid in full,Aggregator,82693980,39606,null,NO,No,Mx,Sarah,jones ,Male,"60 Bristol Road, M43 7XX",sarah.jones@gmail.com,7265073861,500,0,Nurse,14,2,Gmail.com,Married,GP15XZC,Ford,Focus,Social only,Third Party only,15/01/2021,Private Land,15710,13/03/1984
H98310535,26/10/2025,Q498420,04/09/2024,Private,Zurich,920.18,Live,null,Cheque,Direct,93004312,81365,null,YES,YES,Mx,Harper,Taylor,Male,"21 Birmingham Road, B69 4XX",harper.taylor@hotmail.com,7718780575,100,50,Personal Trainer,10,2,Hotmail.com,Marriage,GD24XAB,Ford,Fiesta,Commercial,Comprehensive,23/01/2023,Garage,4083,19/10/1983
Q84198913,27/11/2024,Q784762,11/10/2025,Private,Aviva,1085.79,Pending,null,Monthly,Comparison Site,91897860,99739,null,NO,Yes,Mx,Isabella,Jones,Male,"46 Edinburgh Road, M14 5XX",isabella.jones@yahoo.com,7340139951,500,100,Unemployed,11,0,Gmail.com,Divorced,GD21YYB,BMW,5 Series,Business use,Third Party only,28/08/2018,Driveway,21838,02/09/1983
P75652353,20/06/2025,Q864890,16/12/2024,Private,Direct Line,595.63,Suspended,null,Credit Card,Comparison Site,49854226,21004,null,null,Yes,Mx,Mark,Hall,Other,"54 Leeds Road, G88 2XX",mark.hall@gmail.com,7671280669,100,50,Nurse,8,17,Yahoo.com,Marriage,MP22VZB,Audi,A3,Social & Commuting,Comprehensive,12/12/2021,Garage,41835,13/12/1974
Mf40762627,13/11/2024,Q715452,18/06/2025,Commercial,Markerstudy Insurance,296.46,Cancelled,19/04/2023,paid in full,Broker,78632361,54635,null,NO,null,Ms,Michael,Thompson,Other,"10 Manchester Road, L4 3XX",michael.thompson@gmail.com,7434972307,500,0,Accountant,0,18,Yahoo.com,Divorced,MP25XAB,Audi,A4,Business use,Third Party fire,04/12/2021,Private Land,28501,29/10/1964
Q54461760,13/11/2024,Q275408,19/05/2024,Private,Zurich,1375.61,Pending,16/10/2023,Credit Card,Aggregator,38804358,57196,30/12/2024,NO,null,Mx,Thomas,wright ,Female,"13 Birmingham Road, L19 9XX",thomas.wright@gmail.com,7177635660,0,200,Nurse,1,5,Yahoo.com,Marriage,MA10XYZ,Mercedes,C Class,Social & Commuting,Comprehensive,21/01/2022,Garage,9498,14/04/1966
P33551662,06/12/2024,Q498752,08/11/2024,Commercial,Allianz,1303.36,Suspended,null,Direct debit,Comparison Site,27814543,86463,null,No,Yes,Ms,Katie,Wilson,Male,"29 Glasgow Road, M38 9XX",katie.wilson@gmail.com,7233975497,250,100,Doctor,13,1,Hotmail.com,Living with partner,GD25YYC,Ford,Fiesta,Business use,Third Party fire,19/11/2017,Car Park,48218,03/10/1961
P32966589,04/02/2024,Q997040,25/12/2025,Commercial,Markerstudy Insurance,494.66,Pending,null,Monthly,Aggregator,34187795,91893,null,NO,Yes,Mx,Sarah,Taylor,Male,"90 London Road, L87 5XX",sarah.taylor@gmail.com,7253330909,250,100,Teacher,4,8,Gmail.com,Married,LA24YYC,Mercedes,C Class,Social & Commuting,Third Party only,26/09/2020,Private Land,1731,10/01/1971
Q59985397,23/11/2025,Q233316,08/08/2024,Private,Aviva,1111.5,Cancelled,null,Cheque,Comparison Site,53094565,74361,null,YES,null,Mr,David,White,Other,"69 Glasgow Road, M35 1XX",david.white@yahoo.com,7426422001,500,100,Personla Trainer,6,18,Gmail.com,Living with partner,CA17VYB,Toyota,Corolla,Social only,Comprehensive,24/07/2021,Car Park,29321,01/04/1997
P96358054,null,Q521338,23/03/2024,Private,AXA,351.52,lapse,null,Cheque,Aggregator,29119818,50847,null,YES,No,Ms,Olivia,North,Female,"4 Edinburgh Road, B35 7XX",olivia.north@gmail.com,7290281130,100,0,Manager,8,2,Hotmail.com,Widowed,CA24XAB,Volkswagen,Golf,Social & Commuting,Third Party fire,10/08/2019,Driveway,13960,05/07/1979
P75768917,25/05/2024,Q402931,06/01/2024,Private,Direct Line,1005.26,Suspended,null,paid in full,Broker,45268106,10624,12/08/2025,NO,Yes,Ms,Sophia,Brown,Male,"24 Leeds Road, L60 2XX",sophia.brown@gmail.com,7670799229,0,100,Sales Assistant,7,11,Gmail.com,Living with partner,GP22YYB,BMW,3 Series,Business use,Comprehensive,19/01/2017,Garage,22578,09/05/1968
H81398562,11/02/2024,Q906763,16/07/2024,Private,AXA,1302.77,Cancelled,null,Credit Card,Direct,90042243,37462,null,No,YES,Miss,John,Roberts,Male,"16 Birmingham Road, B28 6XX",john.roberts@hotmail.com,7268613849,250,0,Personal Trainer,0,1,Gmail.com,Living with partner,LA12XYB,Volkswagen,Golf,Commercial,Third Party fire,15/12/2016,Private Land,1933,19/09/1987
Q12688835,22/10/2025,Q697130,20/08/2025,Commercial,Direct Line,1675.07,Suspended,null,paid in full,Direct,38146492,36119,30/05/2025,null,null,Dr,Emily,Hall,Male,"58 Glasgow Road, G70 5XX",emily.hall@gmail.com,7668614674,250,100,Retired,15,16,Hotmail.com,Divorced,MP14XZC,Mercedes,A Class,Business use,Third Party fire,30/12/2018,Street,18385,03/02/1994
Mf95331025,20/04/2024,Q460800,Invalid Date,Private,Zurich,420.96,Suspended,null,Direct debit,Comparison Site,60774456,57832,03/08/2024,NO,Yes,Mr,James,Thompson,Other,"36 Glasgow Road, L23 6XX",james.thompson@yahoo.com,7167276021,0,0,Teacher,1,20,Hotmail.com,Living with partner,MP25YZB,Mercedez,A Class,Social & Commuting,Third Party only,12/10/2020,Private Land,5740,08/02/1995
A84568285,05/07/2025,Q250927,15/02/2024,Private,Allianz,522.3,Suspended,27/11/2024,Direct debit,Broker,54552826,60852,null,NO,Yes,Dr,Charles,Williams,Female,"44 Bristol Road, M53 8XX",charles.williams@hotmail.com,7456185829,250,0,Student,0,10,Gmail.com,Divorced,LD14XYZ,BMW,3 Series,Business use,Third Party only,10/04/2016,Garage,19405,17/01/1999
Q25407309,30/06/2024,Q714761,02/12/2025,Private,Aviva,592.21,Cancelled,null,Monthly,Broker,16111831,24644,15/10/2025,null,null,Miss,Harper,Johnson,Female,"79 Manchester Road, L98 7XX",harper.johnson@hotmail.com,7156237508,0,50,Retired,11,18,Hotmail.com,Marriage,MD12XYZ,Audi,Q5,Social only,Comprehensive,08/07/2022,Car Park,36057,14/09/2000
H65696066,02/12/2024,Q712574,13/06/2025,Commercial,AXA,259.55,lapse,26/01/2023,paid in full,Aggregator,57860010,66330,null,No,null,Dr,Olivia,Brown,Other,"82 Glasgow Road, G98 6XX",olivia.brown@hotmail.com,7353261890,500,50,Personla Trainer,14,9,Hotmail.com,Married,CP24XAZ,Ford,Focus,Social & Commuting,Comprehensive,04/03/2015,Private Land,19973,19/12/1995
A97872433,06/08/2024,Q345033,27/10/2024,Private,Zurich,1576.71,Pending,null,Direct debit,Direct,69278724,50395,null,No,NO,Dr,Mark,Wilson,Female,"72 London Road, B43 5XX",mark.wilson@yahoo.com,7732422280,500,100,Sales Assistant,14,5,Hotmail.com,Living with partner,CP22XAB,Audi,Q5,Social only,Comprehensive,01/03/2023,Garage,22251,25/06/2001
Q46220808,30/08/2024,Q134689,03/11/2024,Private,AXA,228.26,Live,31/08/2023,Direct debit,Comparison Site,83772166,61089,null,NO,NO,Mx,Emma,Taylor,Female,"52 Glasgow Road, M8 8XX",emma.taylor@hotmail.com,7519631722,500,200,Accountant,2,11,gmail.com,Married,CD11XYB,Audi,A4,Commercial,Comprehensive,07/12/2016,Garage,33050,28/02/1995
P49383541,22/06/2024,Q884961,20/08/2025,Commercial,Tradex insurance,1236.68,Cancelled,null,Credit Card,Comparison Site,30008896,86952,null,null,YES,Mr,Sarah,Green,Female,"86 Glasgow Road, L96 2XX",sarah.green@yahoo.com,7437796052,250,100,Unemployed,11,10,Hotmail.com,Divorced,LP21YYB,Mercedes,E Class,Business use,Third Party only,21/03/2023,Private Land,3775,19/03/1964
Q64512977,13/05/2025,Q938103,26/04/2025,Commercial,Zurich,1393.3,lapse,null,Direct debit,Broker,48535006,60030,null,No,Yes,Mrs,William,Johnson,Female,"81 Bristol Road, M79 3XX",william.johnson@gmail.com,7993957538,100,0,Retired,4,8,Hotmail.com,Single,GD10VZZ,Mercedes,C Class,Social & Commuting,Third Party fire,09/06/2022,Street,22715,05/02/1974
A89644861,18/01/2024,Q618253,23/05/2025,Private,Tradex insurance,1877.4,Live,null,Cheque,Broker,36145975,36678,19/05/2025,null,No,Mr,John,Williams,Female,"84 Birmingham Road, M52 5XX",john.williams@hotmail.com,7273339592,250,200,Student,5,7,Yahoo.com,Married,MP20YZC,Mercedez,C Class,Social & Commuting,Comprehensive,15/03/2019,Driveway,16703,05/03/2001
A30535256,02/06/2024,Q233214,21/11/2025,Commercial,Direct Line,-1288.49,Live,10/08/2023,Credit Card,Broker,32313898,72314,null,NO,Yes,Ms,John,walker ,Male,"38 Bristol Road, L95 3XX",john.walker@gmail.com,7724169719,0,200,Student,13,6,Gmail.com,Widowed,LP22YZZ,Ford,Focus,Commercial,Third Party fire,26/10/2018,Street,16458,23/05/1974
Mf69989704,24/08/2025,Q735291,19/06/2025,Private,Markerstudy Insurance,713.93,Suspended,null,Monthly,Direct,73054049,69961,null,No,Yes,Dr,John,Johnson,Female,"99 Manchester Road, L27 8XX",john.johnson@yahoo.com,7218513814,0,0,Doctor,4,17,gmail.com,Living with partner,GP21XZC,Volkwagen,Golf,Business use,Comprehensive,Invalid Date,Street,11648,04/05/1990
H73246790,04/02/2024,Q966243,04/03/2025,Commercial,Markerstudy Insurance,1591.04,lapse,Invalid Date,Credit Card,Comparison Site,51299010,63630,null,YES,Yes,Mr,John,Green,Other,"75 Edinburgh Road, M87 2XX",john.green@hotmail.com,7541285235,100,200,Personal Trainer,9,9,Gmail.com,Married,GP16VAZ,Ford,Mondeo,Business use,Third Party only,25/11/2018,Private Land,10088,17/06/1989
Mf99403187,26/12/2024,Q136909,16/11/2025,Private,Markerstudy Insurance,1450.9,Pending,null,paid in full,Comparison Site,18576139,65722,null,Yes,NO,Dr,James,Green,Male,"20 Liverpool Road, G86 9XX",james.green@yahoo.com,7527669090,100,0,IT Consultant,9,1,gmail.com,Living with partner,MA11YZC,Audi,A4,Commercial,Comprehensive,Invalid Date,Garage,42344,04/04/2005
P67784245,14/04/2024,Q466427,06/11/2025,Private,Aviva,728.3,Live,15/10/2024,paid in full,Direct,79942005,57596,null,YES,null,Mr,Joseph,Roberts,Male,"35 Edinburgh Road, M18 6XX",joseph.roberts@hotmail.com,7794625722,500,200,Accountant,13,11,Gmail.com,Single,MA25YYZ,Volkwagen,Golf,Commercial,Third Party only,12/10/2022,Garage,42091,01/05/1977
P47198102,15/06/2025,Q772315,03/11/2025,Private,Direct Line,520.65,Cancelled,04/09/2024,Credit Card,Broker,78621974,40308,null,Yes,NO,Ms,Katie,Green,Female,"40 Bristol Road, L87 2XX",katie.green@gmail.com,7221995740,100,50,Accountant,6,11,Gmail.com,Living with partner,MA24YAC,Toyota,Corolla,Social & Commuting,Third Party only,09/05/2021,Driveway,5069,11/11/1988
A28041095,16/03/2025,Q811048,27/04/2024,Commercial,Zurich,1184.81,Cancelled,null,Monthly,Aggregator,33830203,28521,null,No,YES,Ms,Olivia,White,Male,"18 Manchester Road, L59 8XX",olivia.white@yahoo.com,7423529658,500,50,Personla Trainer,15,15,Gmail.com,Living with partner,GD11YAZ,Ford,Mondeo,Social & Commuting,Third Party fire,17/05/2021,Driveway,48490,20/12/1967
P73214683,10/06/2024,Q571662,07/03/2025,Commercial,Tradex insurance,1101.12,Suspended,10/08/2023,Credit Card,Broker,93398143,35453,null,NO,NO,Miss,Mark,Smith,Other,"72 Manchester Road, L6 3XX",mark.smith@gmail.com,7813454702,0,200,Driver,0,4,gmail.com,Widowed,MP13VZC,Toyota,Corolla,Commercial,Third Party fire,21/12/2015,Driveway,29342,18/12/2005
P51974792,19/03/2024,Q172997,01/01/2024,Private,Direct Line,289.13,Cancelled,null,paid in full,Broker,84380255,83412,null,null,NO,Mr,Emma,Green,Female,"67 Birmingham Road, M32 2XX",emma.green@yahoo.com,7730014150,250,0,Accountant,11,16,Yahoo.com,Widowed,LP19XYC,BMW,3 Series,Business use,Third Party only,19/06/2017,Car Park,24545,05/07/2000
A33064144,05/11/2025,Q196442,18/12/2025,Private,Direct Line,1018.43,Suspended,24/10/2023,Credit Card,Aggregator,65346749,75003,null,YES,Yes,Mx,John,North,Other,"30 Manchester Road, G62 9XX",john.north@yahoo.com,7358646315,100,0,Manager,15,20,Yahoo.com,Living with partner,MP16YZZ,Mercedez,A Class,Commercial,Comprehensive,17/04/2022,Garage,13483,02/10/1973
P26385825,07/09/2024,Q859024,18/04/2025,Commercial,Direct Line,841.45,Cancelled,null,Cheque,Comparison Site,68547834,17677,null,YES,NO,Mr,Mark,Wright,Male,"83 Liverpool Road, L44 5XX",mark.wright@hotmail.com,7106232809,500,200,Nurse,1,4,Hotmail.com,Single,MP20YZZ,Mercedez,A Class,Commercial,Third Party fire,27/12/2016,Garage,30693,20/04/1989
Mf33292207,31/10/2024,Q513065,10/06/2024,Commercial,Aviva,1653.36,Suspended,null,Credit Card,Aggregator,85688009,95640,null,null,null,Dr,Emily,Stick,Female,"34 Leeds Road, G28 5XX",emily.stick@gmail.com,7363756789,100,0,Nurse,2,11,Hotmail.com,Single,LD24YAC,Mercedes,A Class,Business use,Comprehensive,03/11/2023,Private Land,29006,05/01/1964
Mf79898022,04/10/2024,Q534404,05/10/2024,Private,Markerstudy Insurance,342.35,Cancelled,null,Monthly,Aggregator,61784233,10981,null,YES,No,Dr,Emily,evans ,Female,"62 Glasgow Road, M61 5XX",emily.evans@yahoo.com,7474113753,100,100,Teacher,9,1,Hotmail.com,Widowed,CP11VZZ,Ford,Fiesta,Commercial,Third Party fire,02/05/2017,Private Land,17197,31/10/1986
A67156754,05/09/2024,Q633778,12/10/2025,Private,Zurich,1809.8,Live,Invalid Date,Credit Card,Comparison Site,95405202,62651,null,NO,YES,Miss,Mark,Taylor,Other,"14 Liverpool Road, M96 9XX",mark.taylor@hotmail.com,7343888302,0,0,Accountant,3,3,Gmail.com,Marriage,GA15YZB,Mercedez,A Class,Commercial,Comprehensive,27/11/2020,Private Land,17087,17/08/1966
P97161520,22/02/2024,Q907643,26/07/2025,Commercial,Zurich,1778.61,Pending,null,Monthly,Comparison Site,22368277,88300,null,YES,Yes,Dr,Harper,Robinson,Female,"95 Liverpool Road, G97 3XX",harper.robinson@hotmail.com,7616764905,500,0,Engineer,7,15,Hotmail.com,Divorced,LA11XZB,BMW,5 Series,Business use,Third Party fire,26/07/2022,Private Land,11485,13/05/1985
A46756750,20/11/2024,Q690871,21/10/2025,Commercial,Tradex insurance,384,Cancelled,null,Cheque,Comparison Site,55543981,50716,null,No,YES,Mx,Harper,Thompson,Other,"92 Edinburgh Road, B68 6XX",harper.thompson@yahoo.com,7998112606,250,100,Doctor,4,17,Hotmail.com,Widowed,CA22XZC,Audi,A4,Social & Commuting,Third Party only,19/12/2016,Garage,1457,03/10/1990
H81741635,02/01/2025,Q838363,30/01/2024,Private,Aviva,630.99,Suspended,null,Monthly,Aggregator,55823598,46444,null,YES,Yes,Mr,Harper,Stick,Male,"42 Leeds Road, B53 1XX",harper.stick@yahoo.com,7162136863,0,200,Engineer,11,17,Gmail.com,Single,CA14XAC,Mercedes,A Class,Social & Commuting,Comprehensive,13/09/2022,Private Land,35387,08/04/2004
A61845169,09/05/2024,Q964059,14/11/2024,Commercial,Allianz,1703.83,Live,null,Cheque,Aggregator,65836167,94440,null,YES,YES,Mrs,Robert,Stick,Male,"58 Liverpool Road, L68 5XX",robert.stick@yahoo.com,7672443314,250,50,Personla Trainer,3,9,Yahoo.com,Living with partner,GD10YYB,BMW,X5,Business use,Third Party only,17/06/2023,Car Park,16859,14/10/2000
A50422108,null,Q341117,23/02/2024,Commercial,Tradex insurance,1164.46,lapse,null,Credit Card,Direct,23704896,62060,null,null,YES,Mx,Robert,Williams,Female,"9 Glasgow Road, L52 6XX",robert.williams@hotmail.com,7568140240,250,0,IT Consultant,1,13,gmail.com,Married,MA15YZB,Volkswagen,Golf,Business use,Third Party only,29/07/2022,Driveway,4066,01/02/1978
Mf37907756,11/04/2024,Q572098,02/08/2024,Private,Markerstudy Insurance,179.41,Live,null,Monthly,Comparison Site,89656645,25774,null,No,null,Mr,Katie,White,Male,"22 Leeds Road, B4 4XX",katie.white@hotmail.com,7345144989,0,100,Unemployed,4,16,Gmail.com,Single,GP13XZB,Volkswagen,Golf,Social only,Third Party fire,19/05/2018,Car Park,5001,16/06/1961
Mf85592397,29/08/2025,Q723136,null,Commercial,AXA,1787.34,Pending,null,Cheque,Aggregator,23842618,26705,null,No,YES,Dr,Charles,Wright,Male,"60 London Road, G56 8XX",charles.wright@hotmail.com,7341262125,500,0,Retired,4,5,Yahoo.com,Widowed,CD12VZC,BMW,5 Series,Commercial,Comprehensive,06/11/2017,Garage,9867,31/05/2003
H50656926,Invalid Date,Q519125,09/06/2025,Private,Zurich,1828.58,Pending,27/08/2024,Credit Card,Aggregator,18116134,96356,null,No,NO,Ms,James,green ,Other,"93 Glasgow Road, B62 4XX",james.green@hotmail.com,7913262774,500,100,IT Consultant,4,17,Yahoo.com,Widowed,MP24VAZ,Mercedez,A Class,Commercial,Third Party fire,14/02/2018,Garage,48480,14/07/1981
H58488319,24/04/2025,Q586025,17/02/2025,Private,Zurich,1710.74,Suspended,null,Credit Card,Aggregator,46419572,65715,null,null,No,Miss,Robert,Williams,Male,"94 Liverpool Road, B71 8XX",robert.williams@hotmail.com,7941545255,500,100,Personla Trainer,2,12,Yahoo.com,Living with partner,CP20YYB,Mercedez,C Class,Social & Commuting,Third Party fire,11/04/2019,Garage,18069,01/06/1973
P10679312,13/07/2025,Q785083,22/10/2025,Commercial,Direct Line,118.78,Suspended,null,paid in full,Direct,84850031,22044,null,null,YES,Ms,Joseph,Stick,Female,"66 London Road, M20 5XX",joseph.stick@yahoo.com,7121952667,100,100,Retired,10,15,Gmail.com,Single,GD15XAC,Mercedes,C Class,Social & Commuting,Comprehensive,19/02/2019,Street,13527,26/11/1981
A37502375,25/06/2025,Q650611,03/05/2025,Private,Markerstudy Insurance,445.34,Live,05/01/2023,paid in full,Comparison Site,40351531,59427,null,YES,NO,Ms,David,Robinson,Male,"49 Edinburgh Road, G15 1XX",david.robinson@gmail.com,7685792402,100,200,Accountant,12,9,Yahoo.com,Married,GD13YZC,Audi,A3,Social & Commuting,Third Party fire,01/05/2019,Private Land,47032,14/08/1979
H34884279,16/10/2024,Q423100,31/07/2025,Commercial,AXA,1767.82,Live,null,Credit Card,Broker,20206468,21178,null,YES,No,Miss,Emily,Walker,Female,"88 Liverpool Road, L21 1XX",emily.walker@hotmail.com,7565333594,250,200,Manager,0,2,gmail.com,Divorced,GP18VAZ,Mercedez,A Class,Commercial,Third Party only,06/08/2020,Car Park,28182,24/12/2003
Mf79521331,16/02/2024,Q458332,11/04/2025,Commercial,Allianz,1709.43,Cancelled,null,Monthly,Direct,89085107,76063,null,NO,Yes,Mrs,Sarah,Brown,Male,"57 Glasgow Road, G88 3XX",sarah.brown@hotmail.com,7290661372,500,0,Sales Assistant,9,17,Yahoo.com,Widowed,GA23VAB,Mercedes,E Class,Social & Commuting,Third Party fire,12/06/2023,Car Park,13529,26/09/2004
P47428764,01/09/2025,Q302597,05/02/2025,Commercial,Direct Line,124.95,Suspended,19/05/2023,Credit Card,Comparison Site,51539578,45454,null,Yes,No,Dr,Mia,North,Other,"16 Manchester Road, G30 7XX",mia.north@gmail.com,7256722943,500,100,Sales Assistant,15,1,Hotmail.com,Marriage,GD12XZZ,Audi,Q5,Business use,Third Party only,14/09/2023,Street,8161,15/01/1984
Mf90404274,01/04/2024,Q446838,16/06/2024,Commercial,Tradex insurance,223.94,Live,16/06/2024,paid in full,Comparison Site,10746958,71434,17/10/2025,NO,Yes,Mx,Katie,taylor ,Male,"15 Liverpool Road, M18 2XX",katie.taylor@hotmail.com,7159139448,250,200,Teacher,4,5,Gmail.com,Divorced,CA17YYB,Volkwagen,Polo,Business use,Comprehensive,11/09/2017,Driveway,14468,16/06/2003
A68666931,05/11/2025,Q486432,30/07/2024,Private,Tradex insurance,1916.19,Cancelled,19/11/2023,Monthly,Aggregator,57778000,14286,null,Yes,null,Dr,Amelia,North,Female,"58 Glasgow Road, G10 5XX",amelia.north@gmail.com,7623439177,0,0,Doctor,3,19,Hotmail.com,Living with partner,MD18VZZ,BMW,5 Series,Social & Commuting,Comprehensive,21/10/2017,Driveway,34579,05/01/2001
H53308977,26/04/2024,Q380622,13/01/2024,Commercial,Tradex insurance,1561.57,Live,null,paid in full,Broker,90873115,29195,null,NO,YES,Mrs,Mia,Williams,Female,"62 Manchester Road, B42 6XX",mia.williams@gmail.com,7197513149,0,0,Personal Trainer,8,18,Gmail.com,Married,GD15VYZ,Mercedez,A Class,Commercial,Third Party fire,21/06/2023,Private Land,40070,04/09/1978
H14827044,Invalid Date,Q394124,25/09/2025,Private,Allianz,1999.24,lapse,null,Credit Card,Broker,31946049,14655,04/04/2024,NO,YES,Dr,Sarah,Evans,Other,"23 Glasgow Road, M41 2XX",sarah.evans@yahoo.com,7307312656,0,0,Driver,7,12,Hotmail.com,Married,MD11VYC,Volkwagen,Polo,Commercial,Third Party only,16/04/2020,Driveway,44154,04/12/1971
A30284442,13/05/2025,Q568489,02/12/2025,Commercial,Markerstudy Insurance,649.12,Cancelled,null,Credit Card,Direct,12923462,43467,null,YES,NO,Ms,Emily,Taylor,Other,"52 Leeds Road, L36 2XX",emily.taylor@yahoo.com,7658805079,0,0,Personla Trainer,13,13,Hotmail.com,Single,LP14VAZ,Toyota,Corolla,Social & Commuting,Comprehensive,Invalid Date,Private Land,28661,19/05/1960
Mf69774038,20/07/2024,Q377195,16/03/2025,Private,Direct Line,825.44,Suspended,null,Cheque,Aggregator,84831539,26043,null,No,NO,Ms,Mark,Walker,Male,"45 Edinburgh Road, M4 5XX",mark.walker@gmail.com,7742166317,100,0,Retired,8,0,gmail.com,Married,LD19VZC,Volkwagen,Polo,Social & Commuting,Third Party only,18/12/2018,Private Land,3544,01/10/1962
A22071260,Invalid Date,Q118467,31/10/2025,Commercial,Direct Line,1265.96,Pending,null,Monthly,Comparison Site,45993087,17994,null,NO,Yes,Miss,Mark,Jones,Female,"92 Manchester Road, B13 6XX",mark.jones@yahoo.com,7782990720,0,200,Sales Assistant,14,8,Hotmail.com,Single,LP18YAC,Mercedes,E Class,Social only,Comprehensive,14/08/2021,Garage,28536,18/04/1978
H61401037,09/07/2024,Q190170,03/02/2025,Commercial,Markerstudy Insurance,-1234.45,Pending,null,Direct debit,Comparison Site,59475586,93741,null,No,YES,Ms,Sarah,Green,Female,"85 Birmingham Road, G76 4XX",sarah.green@gmail.com,7981833911,0,0,Nurse,3,3,Gmail.com,Married,GA23XZB,Mercedez,C Class,Social only,Comprehensive,17/09/2015,Street,2544,23/03/1999
Mf93149025,20/11/2024,Q855912,01/07/2025,Private,AXA,186.72,Pending,Invalid Date,Direct debit,Comparison Site,93316400,56426,null,NO,null,Mr,Katie,Evans,Female,"36 Leeds Road, L24 9XX",katie.evans@gmail.com,7451318559,100,200,Retired,2,0,gmail.com,Single,GD14XZZ,Volkswagen,Golf,Commercial,Comprehensive,23/07/2017,Car Park,5412,26/09/1984
